Gene ID	source_id	Computed GO Component IDs	Computed GO Function IDs	Computed GO Process IDs	Curated GO Component IDs	Curated GO Function IDs	Curated GO Process IDs
PF3D7_1105400	PF3D7_1105400.1	GO:0005840	GO:0003723;GO:0019843;GO:0003735	GO:0006412	GO:0022627;GO:1903561;GO:0005634;GO:0015935	GO:0003723;GO:0003735	GO:0006412
PF3D7_1105500	PF3D7_1105500.1	N/A	GO:0005509	N/A	GO:0005813;GO:0005737;GO:0005815	GO:0005509;GO:0030234	GO:0019722;GO:0000226;GO:0000278
PF3D7_1105600	PF3D7_1105600.1	N/A	N/A	N/A	GO:0097619;GO:0020026;GO:0020003;GO:0020005	GO:0003723;GO:0005515	GO:0044053
PF3D7_1105700	PF3D7_1105700.1	GO:0072669	GO:0005525;GO:0003972;GO:0008452;GO:0046872	GO:0006396;GO:0006388	GO:0005634;GO:0072669	GO:0003972	GO:0000971;GO:0006388
PF3D7_1105800	PF3D7_1105800.1	N/A	N/A	N/A	GO:0020020;GO:0005739	GO:0003729	N/A
PF3D7_1105900	PF3D7_1105900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1106000	PF3D7_1106000.1	GO:0031011;GO:0035267;GO:0097255	GO:0043139;GO:0005524;GO:0003678	N/A	GO:0031011;GO:0035267;GO:0097255;GO:0000812;GO:0005737	GO:0043139;GO:0016887;GO:0003678;GO:0003723;GO:0005515	GO:0006310;GO:0006281;GO:0000492;GO:0006338;GO:0016573;GO:0006357
PF3D7_1106100	PF3D7_1106100.1	GO:0005840	GO:0003735	GO:0006412	GO:0020011	N/A	N/A
PF3D7_1106200	PF3D7_1106200.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_1106300	PF3D7_1106300.1	N/A	GO:0008409;GO:0004527;GO:0003676;GO:0004528	GO:0016539;GO:0000956	GO:0020011;GO:0005634	GO:0004534;GO:0003723	GO:0000956
PF3D7_1106400	PF3D7_1106400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1106500	PF3D7_1106500.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_1106600	PF3D7_1106600.1	N/A	GO:0005524;GO:0003724;GO:0003676	N/A	GO:0005730	N/A	N/A
PF3D7_1106700	PF3D7_1106700.1	N/A	GO:0003678;GO:0004386	N/A	N/A	GO:0004518	GO:0006261
PF3D7_1106800	PF3D7_1106800.1	GO:0020002;GO:0044163;GO:0016020;GO:0020003	GO:0005524;GO:0005515;GO:0004672	GO:0006468	GO:0044164;GO:0020003	GO:0005524;GO:0005515;GO:0004672	N/A
PF3D7_1106900	PF3D7_1106900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1107000	PF3D7_1107000.1	GO:0005681	N/A	GO:0006396;GO:0000398;GO:0000956	GO:0000932;GO:0046540;GO:0005688;GO:0005634;GO:0005732;GO:0097526	GO:0003723;GO:0017070	GO:0033962;GO:0000398;GO:0000387
PF3D7_1107100	PF3D7_1107100.1	N/A	GO:0003729;GO:0003676	N/A	GO:0016607;GO:0005634	GO:0003723;GO:0003729;GO:0003676	GO:0045292;GO:0006139;GO:0000381
PF3D7_1107200	PF3D7_1107200.1	GO:0035658	N/A	GO:0016192	GO:0043231	N/A	GO:0016192
PF3D7_1107300	PF3D7_1107300.1	N/A	GO:0003723;GO:0005515	N/A	GO:0016281;GO:0005634	GO:0003729;GO:0098808;GO:0003743	N/A
PF3D7_1107400	PF3D7_1107400.1	N/A	GO:0005524;GO:0008094;GO:0003677;GO:0000150;GO:0003690;GO:0000166;GO:0003697	GO:0006259;GO:0006281;GO:0000724;GO:1990426	GO:0000794;GO:0005739;GO:0005634	GO:0005524;GO:0008094;GO:0003677;GO:0000150;GO:0003684;GO:0003690;GO:0005515;GO:0003697	GO:0000730;GO:0006310;GO:0006281;GO:0070192;GO:0097551;GO:0006312;GO:0007131;GO:0010212;GO:0042148
PF3D7_1107500	PF3D7_1107500.1	N/A	GO:0003714	GO:0000122	GO:0016592;GO:0005739	N/A	GO:0045944
PF3D7_1107600	PF3D7_1107600.1	N/A	N/A	GO:0035082	GO:0005737	N/A	N/A
PF3D7_1107700	PF3D7_1107700.1	GO:0005730;GO:0005654;GO:0030687	GO:0043021	GO:0000466;GO:0042254	GO:0070545;GO:0005654;GO:0005634	GO:0003723;GO:0005515	GO:0000463;GO:0051726
PF3D7_1107800	PF3D7_1107800.1	GO:0005634	GO:0003677;GO:0003700	GO:0006355	GO:0000792;GO:0005634	GO:0043565	N/A
PF3D7_1107900	PF3D7_1107900.1	GO:0016021;GO:0016020	N/A	GO:0055085	GO:0005886	GO:0008381	GO:0006820
PF3D7_1108000	PF3D7_1108000.1	GO:0005634	N/A	N/A	GO:0005634	N/A	GO:2001253;GO:0010793;GO:0050684
PF3D7_1108100	PF3D7_1108100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1108200	PF3D7_1108200.1	GO:0005737	GO:0051499;GO:0002161;GO:0000166;GO:0000049	N/A	GO:0005737	GO:0051500;GO:0106026;GO:0002161	GO:0006399
PF3D7_1108300	PF3D7_1108300.1	N/A	GO:0008124	GO:0006729	N/A	GO:0008124	N/A
PF3D7_1108400	PF3D7_1108400.1	N/A	GO:0005524;GO:0004672	GO:0006468	GO:0005737;GO:0005829;GO:1903561;GO:0005634;GO:0005956	GO:0003723;GO:0005515;GO:0004674	GO:0018105;GO:0018107;GO:0046777;GO:0006468;GO:0051726
PF3D7_1108500	PF3D7_1108500.1	N/A	GO:0003824;GO:0000166	N/A	GO:0005759;GO:0005739;GO:0009361;GO:0045244	GO:0004775;GO:0004776	GO:0006104;GO:0006099
PF3D7_1108600	PF3D7_1108600.1	N/A	GO:0005509	N/A	GO:0020036;GO:0005783;GO:0020020;GO:0005634	GO:0005509;GO:0005515	GO:0035891;GO:0006886;GO:0006508
PF3D7_1108700	PF3D7_1108700.1	GO:0016020	N/A	N/A	GO:0005783;GO:0044164;GO:0005634	GO:0003723;GO:0005515;GO:0051082	GO:0006457;GO:0009408
PF3D7_1108800	PF3D7_1108800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1108900	PF3D7_1108900.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1109000	PF3D7_1109000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1109100	PF3D7_1109100.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1109200	PF3D7_1109200.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1109300	PF3D7_1109300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1109400	PF3D7_1109400.1	N/A	N/A	N/A	GO:0005737;GO:0005730;GO:0005634;GO:0030688	GO:0030515	GO:0006364
PF3D7_1109500	PF3D7_1109500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1109600	PF3D7_1109600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1109700	PF3D7_1109700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1109800	PF3D7_1109800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1109900	PF3D7_1109900.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0005634	GO:0003735	GO:0002181;GO:0006412
PF3D7_1110000	PF3D7_1110000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1110100	PF3D7_1110100.1	GO:0016021	N/A	N/A	GO:0009986	GO:0005509;GO:0046812	GO:0044409
PF3D7_1110200	PF3D7_1110200.1	N/A	GO:0005515	GO:0006396;GO:0000398	GO:0046540;GO:0071013	N/A	GO:0000398;GO:0000244
PF3D7_1110300	PF3D7_1110300.1	N/A	GO:0003676	N/A	N/A	N/A	N/A
PF3D7_1110400	PF3D7_1110400.1	N/A	GO:0003723;GO:0003676	N/A	GO:0005634	GO:0003729	N/A
PF3D7_1110500	PF3D7_1110500.1	GO:0005829;GO:0030906	N/A	GO:0015031;GO:0042147	GO:0005770;GO:0030117;GO:0005634;GO:0030904	N/A	GO:0006886;GO:0042147
PF3D7_1110600	PF3D7_1110600.1	GO:0005840	GO:0003735	GO:0006412	GO:0015934;GO:0005762;GO:0005739;GO:0000315;GO:0005840	GO:0070180;GO:0019843;GO:0003735	GO:0000027;GO:0006412
PF3D7_1110700	PF3D7_1110700.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1110800	PF3D7_1110800.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1110900	PF3D7_1110900.1	N/A	N/A	N/A	GO:0071013	N/A	N/A
PF3D7_1111000	PF3D7_1111000.1	N/A	GO:0003723;GO:0008168	GO:0001510	GO:0005762;GO:0005634	GO:0008168;GO:0016428	GO:0001510;GO:0031167
PF3D7_1111100	PF3D7_1111100.1	N/A	N/A	N/A	GO:0005663;GO:0005634	GO:0003723	GO:0006281;GO:0006260;GO:0006271;GO:0006261
PF3D7_1111200	PF3D7_1111200.1	N/A	GO:0005515	GO:0045292	GO:0005685;GO:0071004	GO:0003723	GO:0000398
PF3D7_1111300	PF3D7_1111300.1	GO:0005794;GO:0005829;GO:0016021	GO:0005484	GO:0016192	GO:0012507;GO:0005794;GO:0031201;GO:0005789;GO:0031902	GO:0005484;GO:0000149	GO:0006896;GO:0006888;GO:0006891;GO:0006623;GO:0042147;GO:0006906;GO:0048280;GO:0016192
PF3D7_1111400	PF3D7_1111400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1111500	PF3D7_1111500.1	N/A	GO:0003998	N/A	N/A	GO:0003998	N/A
PF3D7_1111600	PF3D7_1111600.1	N/A	GO:0004519;GO:0004527;GO:0052659;GO:0052658;GO:0004445	GO:0046856	N/A	GO:0004439	GO:0046855;GO:0046856
PF3D7_1111700	PF3D7_1111700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1111800	PF3D7_1111800.1	N/A	GO:0003755;GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1111900	PF3D7_1111900.1	N/A	GO:0004843	GO:0016579	N/A	GO:0004843	GO:0016579
PF3D7_1112000	PF3D7_1112000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1112100	PF3D7_1112100.1	GO:0016021	GO:0005524;GO:0004672	GO:0007094;GO:0006468	GO:0000778	GO:0004672	GO:0051754;GO:0007094
PF3D7_1112200	PF3D7_1112200.1	GO:0031314;GO:0005743	N/A	GO:0006744	GO:0005739	N/A	N/A
PF3D7_1112300	PF3D7_1112300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1112400	PF3D7_1112400.1	N/A	GO:0003676	N/A	GO:0005634	GO:0003697	N/A
PF3D7_1112500	PF3D7_1112500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1112600	PF3D7_1112600.1	N/A	GO:0005524;GO:0003677;GO:0008134	GO:0006260;GO:0006355	GO:0005739;GO:0005634	GO:0008047;GO:0017116	GO:0006261;GO:0006282
PF3D7_1112700	PF3D7_1112700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1112800	PF3D7_1112800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1112900	PF3D7_1112900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1113000	PF3D7_1113000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1113100	PF3D7_1113100.1	N/A	GO:0016791;GO:0008138	GO:0016311;GO:0006470	GO:0009986;GO:0005737;GO:0020009;GO:0005634;GO:0020008	GO:0004725	GO:0018342;GO:0009410
PF3D7_1113200	PF3D7_1113200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1113300	PF3D7_1113300.1	N/A	N/A	GO:0055085	GO:0005783;GO:0030173;GO:0030176;GO:0016020	GO:0005459;GO:0005460;GO:0022857	GO:0072334;GO:0009410
PF3D7_1113400	PF3D7_1113400.1	N/A	GO:0005515	N/A	GO:0005829;GO:0005634	GO:0031593	GO:0030433;GO:0006511
PF3D7_1113500	PF3D7_1113500.1	N/A	GO:0005525;GO:0046872	N/A	GO:0005737;GO:0005739	GO:0043022	N/A
PF3D7_1113600	PF3D7_1113600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1113700	PF3D7_1113700.1	N/A	GO:0004462;GO:0046872	N/A	GO:0005829	GO:0004462	GO:0006749
PF3D7_1113800	PF3D7_1113800.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1113900	PF3D7_1113900.1	N/A	GO:0005524;GO:0004707;GO:0004672	GO:0006468	GO:0005737;GO:0005634	GO:0005524;GO:0004707	GO:0000165;GO:0030261;GO:0000910;GO:0035556;GO:0006468;GO:0010468;GO:0007165
PF3D7_1114000	PF3D7_1114000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1114100	PF3D7_1114100.1	GO:0016021	GO:0004252	GO:0006508	GO:0020009	GO:0008233	GO:0006465
PF3D7_1114100	PF3D7_1114100.2	GO:0016021	GO:0004252	GO:0006508	N/A	N/A	N/A
PF3D7_1114200	PF3D7_1114200.1	N/A	N/A	N/A	GO:0020036	GO:0005096	GO:0090630;GO:0006886
PF3D7_1114300	PF3D7_1114300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1114400	PF3D7_1114400.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1114500	PF3D7_1114500.1	N/A	GO:0050660;GO:0016627	GO:0055114	N/A	N/A	N/A
PF3D7_1114600	PF3D7_1114600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1114700	PF3D7_1114700.1	N/A	GO:0005524;GO:0004672	GO:0006468	GO:0005737;GO:0005634	GO:0004674	GO:0018105;GO:0018107;GO:0006468;GO:0006355;GO:0009410
PF3D7_1114800	PF3D7_1114800.1	GO:0009331	GO:0051287;GO:0004367;GO:0016491;GO:0016616;GO:0042803	GO:0005975;GO:0046168;GO:0006072;GO:0055114	GO:0020011;GO:0005829;GO:0009331	GO:0004367	GO:0006116;GO:0006072
PF3D7_1114900	PF3D7_1114900.1	N/A	N/A	N/A	N/A	N/A	GO:0009657
PF3D7_1115000	PF3D7_1115000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1115100	PF3D7_1115100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1115200	PF3D7_1115200.1	N/A	GO:0005515	N/A	GO:0005737;GO:0005634	GO:0042800;GO:0046974;GO:0018024	GO:0051568;GO:0051567;GO:0034968
PF3D7_1115300	PF3D7_1115300.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0020020;GO:0005764	GO:0004197	GO:0051603
PF3D7_1115400	PF3D7_1115400.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0020020;GO:0005764	GO:0004197	GO:0042540;GO:0006508;GO:0051603
PF3D7_1115500	PF3D7_1115500.1	GO:0005634	GO:0003677;GO:0003700	GO:0006355	GO:0005739	N/A	N/A
PF3D7_1115600	PF3D7_1115600.1	N/A	GO:0003755	GO:0006457;GO:0000413	GO:0005737;GO:0005829;GO:0005783;GO:0043231	GO:0016018;GO:0003755	GO:0006457;GO:0000413
PF3D7_1115700	PF3D7_1115700.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0020020;GO:0005764;GO:0016020	GO:0004197;GO:0005515	GO:0006508;GO:0051603
PF3D7_1115800	PF3D7_1115800.1	N/A	N/A	N/A	GO:0020036;GO:0009986;GO:0005634	N/A	N/A
PF3D7_1115900	PF3D7_1115900.1	GO:0016021	GO:0016409	N/A	GO:0005794;GO:0005783;GO:0070258	GO:0016746;GO:0016409;GO:0019706	GO:0018230;GO:0018345;GO:0006612
PF3D7_1116000	PF3D7_1116000.1	N/A	N/A	N/A	GO:0020020;GO:0005634;GO:0032991;GO:0020008;GO:1990225	GO:0003823;GO:0005515	GO:0044409
PF3D7_1116100	PF3D7_1116100.1	N/A	N/A	N/A	GO:0020020	N/A	GO:0044255
PF3D7_1116200	PF3D7_1116200.1	N/A	GO:0004359;GO:0016491;GO:0036381	GO:0006541;GO:0042823;GO:0042819	GO:0005829;GO:1903600	GO:0004359	GO:0042823;GO:0008614;GO:0000304;GO:0042819
PF3D7_1116200	PF3D7_1116200.2	N/A	GO:0004359	GO:0006541;GO:0042823;GO:0042819	GO:0005829;GO:1903600	N/A	GO:0042823;GO:0008614;GO:0042819
PF3D7_1116300	PF3D7_1116300.1	N/A	GO:0003755	GO:0000413	GO:0005634	GO:0003755	GO:0006457;GO:0000413
PF3D7_1116400	PF3D7_1116400.1	N/A	GO:0005515	N/A	GO:0005789;GO:0030176	GO:0005525;GO:0005096;GO:0051020	GO:0009306;GO:0003400
PF3D7_1116500	PF3D7_1116500.1	GO:0016021	N/A	N/A	GO:0045177;GO:0020011;GO:0005886	GO:0008517	N/A
PF3D7_1116600	PF3D7_1116600.1	GO:0016020	GO:0004579;GO:0046872;GO:0004576	GO:0006486	GO:0016021;GO:0005887;GO:0008250	GO:0004579;GO:0004576	GO:0006487;GO:0006486
PF3D7_1116700	PF3D7_1116700.1	N/A	GO:0004177;GO:0008234	GO:0006508	GO:0005615;GO:0020020;GO:0005764;GO:0020003	GO:0004197	GO:0051603;GO:0009410
PF3D7_1116800	PF3D7_1116800.1	N/A	GO:0005524;GO:0016887	N/A	GO:0020036;GO:0097619;GO:0020007;GO:0005737;GO:0005783;GO:1903561;GO:0020026;GO:0005634;GO:0020003;GO:0020005	GO:0016887;GO:0003723;GO:0005515	GO:0034605;GO:0043335;GO:0009408;GO:0006986;GO:0044053
PF3D7_1116900	PF3D7_1116900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1117000	PF3D7_1117000.1	GO:0016021	N/A	N/A	GO:0005886	N/A	N/A
PF3D7_1117100	PF3D7_1117100.1	N/A	GO:0004843	GO:0006511	GO:0005737	GO:0019784;GO:0004843	GO:0000338;GO:0016579;GO:0006511
PF3D7_1117200	PF3D7_1117200.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1117300	PF3D7_1117300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1117400	PF3D7_1117400.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1117500	PF3D7_1117500.1	N/A	GO:0005524;GO:0003723;GO:0004812;GO:0000166;GO:0004831	GO:0006418;GO:0006437	GO:0020011;GO:0005829;GO:0005739	GO:0005524;GO:0004831	GO:0043039;GO:0006437
PF3D7_1117600	PF3D7_1117600.1	N/A	GO:0004045;GO:0003747	GO:0006415	GO:0005762;GO:0005739	GO:0004045;GO:0043022	GO:0070126
PF3D7_1117600	PF3D7_1117600.2	N/A	GO:0004045;GO:0003747	GO:0006415	GO:0005762;GO:0005739	N/A	GO:0070126
PF3D7_1117700	PF3D7_1117700.1	N/A	GO:0005525;GO:0003924	GO:0006913	GO:0005737;GO:1903561;GO:0020020;GO:0005634	GO:0005525;GO:0003924	GO:0006405;GO:0006886;GO:0006606;GO:0051726;GO:0000054
PF3D7_1117800	PF3D7_1117800.1	GO:0032300	GO:0005524;GO:0016887;GO:0030983	GO:0006298	GO:0032389;GO:0005712;GO:0000781;GO:0032300	GO:0005524;GO:0016887;GO:0004519;GO:0005515	GO:0006298
PF3D7_1117900	PF3D7_1117900.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1118000	PF3D7_1118000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1118100	PF3D7_1118100.1	N/A	N/A	GO:0006886;GO:0015031	GO:0030121;GO:0030131;GO:0043231	N/A	GO:0016192
PF3D7_1118200	PF3D7_1118200.1	N/A	GO:0005524;GO:0051082	GO:0006457	GO:0005743;GO:0005739;GO:0005634	GO:0005524;GO:0016887;GO:0003729;GO:0019901;GO:0051082	GO:0006457;GO:0009408;GO:0006986
PF3D7_1118300	PF3D7_1118300.1	N/A	GO:0046872	N/A	N/A	GO:0004222	N/A
PF3D7_1118400	PF3D7_1118400.1	N/A	GO:0016787	N/A	N/A	GO:0016791	N/A
PF3D7_1118500	PF3D7_1118500.1	N/A	N/A	GO:0042254	GO:0031428;GO:0005634;GO:0032040	GO:0030515	GO:0006364
PF3D7_1118600	PF3D7_1118600.1	GO:0035267	GO:0004402	GO:0016573;GO:0006355	GO:0005737;GO:0044538;GO:0005634;GO:0020003	GO:0004402;GO:0042393;GO:0005515;GO:0003712	GO:0043983;GO:0043984;GO:0043981;GO:0043982;GO:0045892;GO:0045944;GO:0009410
PF3D7_1118700	PF3D7_1118700.1	N/A	N/A	N/A	GO:0045177;GO:0016459	GO:0005515	N/A
PF3D7_1118800	PF3D7_1118800.1	GO:0005885;GO:0015629	GO:0005515	GO:0034314;GO:0030833	GO:0005885	GO:0051015	GO:0034314;GO:0007015;GO:0045010
PF3D7_1118900	PF3D7_1118900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1119000	PF3D7_1119000.1	N/A	GO:0000062;GO:0005515	N/A	GO:0020011;GO:0005634	N/A	N/A
PF3D7_1119100	PF3D7_1119100.1	GO:0005739	GO:0008168;GO:0052905	N/A	GO:0005634	GO:0009019;GO:0000049	GO:0090646
PF3D7_1119200	PF3D7_1119200.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1119300	PF3D7_1119300.1	GO:0089701	GO:0003723;GO:0046872;GO:0003676	GO:0000398	GO:0005686;GO:0089701;GO:0005634;GO:0005681	GO:0003723;GO:0030628	GO:0000398
PF3D7_1119400	PF3D7_1119400.1	GO:0016021	GO:0016874;GO:0004842	N/A	N/A	GO:0061631	GO:0000209;GO:0006511
PF3D7_1119500	PF3D7_1119500.1	GO:0030131;GO:0005829	N/A	GO:0006886;GO:0016192	GO:0030119;GO:0030131;GO:0031410;GO:0043231;GO:0005802	N/A	GO:0090160;GO:0006605;GO:0016192
PF3D7_1119600	PF3D7_1119600.1	GO:0016021;GO:0016020	GO:0005524;GO:0016887;GO:0004176;GO:0004222;GO:0008270	GO:0006508	GO:0005743;GO:0005739	N/A	GO:0042407;GO:0008053;GO:0034982;GO:0065003
PF3D7_1119700	PF3D7_1119700.1	GO:0005634	GO:0003677;GO:0003700;GO:0005515	GO:0006355	N/A	N/A	N/A
PF3D7_1119800	PF3D7_1119800.1	N/A	GO:0003676	N/A	GO:0020036;GO:0005634	GO:0003723;GO:0003729	GO:0000380
PF3D7_1119900	PF3D7_1119900.1	GO:0005783	N/A	GO:0016192	N/A	N/A	N/A
PF3D7_1120000	PF3D7_1120000.1	N/A	N/A	N/A	GO:0005737;GO:0016020;GO:0005634	GO:0003729	N/A
PF3D7_1120100	PF3D7_1120100.1	N/A	GO:0003824;GO:0016868;GO:0004619	GO:0006096	GO:0020036;GO:0005829;GO:0005634	GO:0004619;GO:0005515	GO:0006096
PF3D7_1120200	PF3D7_1120200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1120300	PF3D7_1120300.1	GO:0016021;GO:0005743	N/A	N/A	GO:0005739	GO:0015095	GO:0015693
PF3D7_1120400	PF3D7_1120400.1	N/A	GO:0016787	N/A	N/A	N/A	N/A
PF3D7_1120500	PF3D7_1120500.1	N/A	GO:0052927;GO:0003723;GO:0016779	GO:0006396	GO:0020011	GO:0052929;GO:0052928;GO:0016779	GO:0001680
PF3D7_1120600	PF3D7_1120600.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1120700	PF3D7_1120700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1120800	PF3D7_1120800.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1120900	PF3D7_1120900.1	N/A	GO:0003714	N/A	GO:0005737;GO:0005829;GO:0005634	GO:0005515	GO:0070370
PF3D7_1121000	PF3D7_1121000.1	GO:0016021	GO:0016409	N/A	GO:0005794;GO:0005783	GO:0016409;GO:0019706	GO:0018230;GO:0018345;GO:0006612
PF3D7_1121100	PF3D7_1121100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1121200	PF3D7_1121200.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1121300	PF3D7_1121300.1	N/A	GO:0005524;GO:0004715;GO:0004672	GO:0006468	GO:0044164	N/A	N/A
PF3D7_1121400	PF3D7_1121400.1	N/A	GO:0005515	N/A	GO:0005730	N/A	GO:0000027
PF3D7_1121500	PF3D7_1121500.1	N/A	N/A	N/A	GO:0020011;GO:0005739	N/A	N/A
PF3D7_1121600	PF3D7_1121600.1	N/A	N/A	N/A	GO:1903561;GO:0020026;GO:0005634;GO:0020005	GO:0015267;GO:0004364;GO:0005515	GO:0006749;GO:0042493;GO:0009410
PF3D7_1121700	PF3D7_1121700.1	N/A	GO:0005524;GO:0016887	N/A	GO:0016020	GO:0005524;GO:0042626	GO:0006417
PF3D7_1121800	PF3D7_1121800.1	N/A	GO:0046872;GO:0004222	N/A	GO:0005739	N/A	GO:0043171;GO:0051603
PF3D7_1121900	PF3D7_1121900.1	N/A	GO:0005524;GO:0004672;GO:0004674	GO:0006468	GO:0005829;GO:0005634	GO:0004672;GO:0004674	GO:0032147;GO:0035556;GO:0018105;GO:0006468;GO:0009410
PF3D7_1122000	PF3D7_1122000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1122100	PF3D7_1122100.1	GO:0042765	N/A	GO:0016255	GO:0042765	GO:0003923	GO:0016255
PF3D7_1122200	PF3D7_1122200.1	N/A	N/A	N/A	N/A	GO:0016706;GO:0032452	GO:0009410
PF3D7_1122300	PF3D7_1122300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1122400	PF3D7_1122400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1122500	PF3D7_1122500.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1122600	PF3D7_1122600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1122700	PF3D7_1122700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1122800	PF3D7_1122800.1	N/A	GO:0005524;GO:0005509;GO:0004683;GO:0004672	GO:0006468	GO:0005737;GO:1903561;GO:0005634	GO:0009931;GO:0005516	GO:0035556;GO:0018105;GO:0046777
PF3D7_1122900	PF3D7_1122900.1	GO:0030286;GO:0005874	GO:0005524;GO:0016887;GO:0008569;GO:0005515	GO:0007018	GO:0005930;GO:0030286;GO:0005875	GO:0003774;GO:0045505;GO:0051959;GO:0003777;GO:0008569	GO:0007018
PF3D7_1123000	PF3D7_1123000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1123100	PF3D7_1123100.1	N/A	GO:0005524;GO:0005509;GO:0004683;GO:0004672	GO:0006468	GO:0005634;GO:0048471;GO:0031982	GO:0005546;GO:0005515;GO:0004672;GO:0004674	GO:0035556;GO:0006656;GO:0043065;GO:0006468
PF3D7_1123200	PF3D7_1123200.1	N/A	N/A	N/A	GO:0019005	N/A	GO:0031146;GO:0006511
PF3D7_1123300	PF3D7_1123300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1123400	PF3D7_1123400.1	GO:0005829	GO:0005525;GO:0003924	N/A	GO:0005853;GO:0018444	GO:0005525;GO:0003924;GO:0003746;GO:0003747	GO:0002184;GO:0006412;GO:0006414
PF3D7_1123500	PF3D7_1123500.1	N/A	N/A	N/A	GO:0005794;GO:0020011;GO:0020003	GO:0005515;GO:0044877	N/A
PF3D7_1123600	PF3D7_1123600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1123700	PF3D7_1123700.1	N/A	N/A	N/A	GO:0005762;GO:0005739	GO:0003735	N/A
PF3D7_1123800	PF3D7_1123800.1	GO:0030915;GO:0005634	GO:0005524	GO:0006281;GO:0000724;GO:0007062	GO:0005739	N/A	N/A
